participant_id,age,av_disclose_performance,av_reduce_injuries,av_report_safety,av_school_zone,av_share_data,av_speed_limit,av_two_drivers,bikegph_member,bikepgh_position,bikepgh_should_advocate,elaborate_bikepgh_position,end_date,familiar_av_tech,feel_safe_avs,feel_safe_cars,herzberg_death_change_opinion,interacted_av_biking,interacted_av_walking,interaction_details,negative_av_interaction,other_av_regulations,other_comments,own_car,own_smartphone,paying_attention_av_news,positive_av_interaction,regulate_av_testing,start_date,thoughts_pgh_av_testing,year,zipcode
591,,,Yes,,No,Yes,No,,,Actively Support,Strongly Agree,"AV's are coming.  Making sure that AV's actively address concerns of cyclists and pedestrians is paramount, we have an opportunity here in Pittsburgh to be part of a safer future for cyclists and pedestrians around the world.  I feel honored to part of a community that can make a real difference in reducing accidents.  I've had several encounters with AV's and it's apparent that  they can struggle to make sound decisions when passing cyclists, often remaining in the very center of the lane even though that puts them within a foot or two of a cyclist.  We should be working with Uber and Ford to resolve these issues and improve safety for everyone.  BikePGH should be part of the solution, the impact will be global.",03/06/2017 6:33:58 AM PST,Mostly familiar,4.0,3.0,,Yes,No,,,,"I feel that even with their current challenges, AV's are safer than human driven cars.  AV's are always paying attention, not distracted, not influenced by fatigue, mood or other human folly.  We should be trumpeting their development as a safer alternative to human driven cars.",,,To a large extent,,No,03/06/2017 6:17:38 AM PST,Approve,2017,15216
592,,,Maybe,,Not sure,Yes,Yes,,,Neither Support nor Oppose,Neutral,"I think it's worth looking into, as Pittsburgh is in a unique position to examine the interaction between AV and cyclists on the road.",03/06/2017 6:24:06 AM PST,Somewhat familiar,3.0,2.0,,Yes,No,All of my interactions with the Uber AV while riding my bike have been unremarkable.  I however do take extra caution when approaching an AV.,,,,,,To a moderate extent,,Not sure,03/06/2017 6:17:51 AM PST,Neutral,2017,15217
593,,,Yes,,No,Yes,No,,,Actively Support,Disagree,"Most accidents occur from human error and distracted driving.  Autonomous vehicles eliminate this.  Therefore, the accident rate from autonomous vehicles - even when testing - should be lower.",03/06/2017 6:22:10 AM PST,Somewhat familiar,4.0,4.0,,No,No,,,,,,,To a large extent,,No,03/06/2017 6:18:34 AM PST,Approve,2017,15317
594,,,Maybe,,Yes,Yes,Yes,,,Actively Oppose,,"Actively oppose in the sense that Uber is not a good citizen, not a good company.  They may be a boon for employment, but it an an unethical company and BP should oppose on that front…along with it's safety concern issues.",03/06/2017 6:25:43 AM PST,Somewhat familiar,0.0,2.0,,No,No,,,,,,,To a moderate extent,,Yes,03/06/2017 6:19:01 AM PST,Somewhat Disapprove,2017,15232
595,,,Yes,,Not sure,No,No,,,Neither Support nor Oppose,Neutral,"With the amount of data available so far, it seems that this is still an open topic for discussion.  AVs don't seem to have generated a need for advocacy in the safety realm yet and the free market economy will determine how this technology will proceed",03/06/2017 6:26:22 AM PST,Somewhat familiar,3.0,4.0,,No,No,,,,,,,To some extent,,No,03/06/2017 6:19:12 AM PST,Approve,2017,15220
596,,,Yes,,No,No,No,,,Actively Support,Neutral,,03/06/2017 6:24:16 AM PST,Mostly familiar,4.0,3.0,,No,No,,,,All new word changing technology can cause worry. These av cars will one day make transportation safer. It's like complaining about trains on a path or the metro disrupting traffic.,,,To a moderate extent,,No,03/06/2017 6:21:40 AM PST,Approve,2017,15201
597,,,Maybe,,Yes,Yes,Yes,,,Actively Oppose,Agree,,03/06/2017 6:26:38 AM PST,Somewhat familiar,2.0,4.0,,No,No,,,,,,,To a moderate extent,,Yes,03/06/2017 6:23:45 AM PST,Disapprove,2017,15218
598,,,Not sure,,Not sure,Not sure,Yes,,,Actively Support,Agree,AVs are in the future.  I think everyone should be part of the discussion.,03/06/2017 6:26:59 AM PST,Mostly Unfamiliar,4.0,4.0,,No,No,,,,,,,To little extent,,Yes,03/06/2017 6:24:11 AM PST,Approve,2017,15224
599,,,Not sure,,Yes,Yes,Yes,,,Actively Support,Agree,,03/06/2017 6:26:34 AM PST,Somewhat familiar,5.0,1.0,,No,Yes,I see them operating normally,,,,,,To a moderate extent,,Yes,03/06/2017 6:24:15 AM PST,Approve,2017,15203
600,,,Yes,,Not sure,Yes,Yes,,,Actively Support,,"Autonomous Vehicles have the potential to create drastic safety improvements, but only if it's done right. We need bike/ped advocacy groups to understand this nuanced, complex issue and to push for doing it right... that means making certain that data sharing and safety standards are high, and easily understood by the public. Unfortunately, I think taking a anti-AV stance will simply unable the development of such vehicles to move forward with safety-oriented/focused groups at the table. (Obviously, this is true of the employment/labor implications that AVs bring too, but I know that's not BikePGH's focus.)",03/06/2017 7:29:29 AM PST,Mostly familiar,4.0,2.0,,No,Yes,,,"I'd like to see a collaborative committee with the City, Uber, CMU, etc. to discuss these issues and have the whole development taken more seriously by the public sector.","While I don't think our region should ever sacrifice safety/public heath for jobs and economic gains, it's obvious that some people do feel that way. The fracking boom, for instance, is a great example of Democrats consciously making such a choice. That's why it's important to me that bike ped/orgs, labor orgs, etc. consciously make themselves a part of this on-going AV conversation in a productive and positive way. There's great economic and safety gains that can be realized in Pittsburgh if this development is done in a thoughtful manner, but we can't simply assume that will happen without the proper advocacy.",,,To a large extent,,Yes,03/06/2017 6:24:22 AM PST,Approve,2017,15224
601,,,Maybe,,Yes,Yes,Yes,,,No Opinion,Neutral,,03/06/2017 6:26:37 AM PST,Not familiar at all,0.0,4.0,,No,No,,,,,,,Not at all,,Yes,03/06/2017 6:25:02 AM PST,Neutral,2017,15203
602,,,Yes,,No,Yes,No,,,No Opinion,Neutral,,03/06/2017 6:27:54 AM PST,Somewhat familiar,4.0,4.0,,No,Yes,,,,,,,To a moderate extent,,Yes,03/06/2017 6:26:23 AM PST,Somewhat Approve,2017,15208
603,,,Yes,,No,Not sure,No,,,Neither Support nor Oppose,Disagree,,03/06/2017 6:29:07 AM PST,Mostly familiar,0.0,3.0,,No,No,,,,,,,To a moderate extent,,No,03/06/2017 6:26:32 AM PST,Approve,2017,15228
604,,,Maybe,,Not sure,Yes,Yes,,,No Opinion,Neutral,Perhaps Bike PGH should try to keep the AVs off streets with designated bike lanes.,03/06/2017 6:37:17 AM PST,Somewhat familiar,2.0,3.0,,No,Yes,Simply walking by as they drive around the city.,,"At least AVs can be programmed not to run red lights, as a long-time pedestrian in Downtown, I witness at least one car running a red light everyday, and very often multiple times a day, so AVs may actually be safer in this regard.",,,,To some extent,,Yes,03/06/2017 6:27:28 AM PST,Somewhat Approve,2017,15222
605,,,Yes,,Not sure,Not sure,Not sure,,,Neither Support nor Oppose,Strongly Disagree,,03/06/2017 6:35:34 AM PST,Somewhat familiar,4.0,3.0,,No,Yes,,,,,,,To little extent,,Yes,03/06/2017 6:28:57 AM PST,Approve,2017,15203
606,,,Yes,,No,Yes,Yes,,,Actively Support,Agree,"If AVs kill hundreds/thousands of people per year, they could still be an improvement over human drivers who have a terrifyingly deadly track record of their own. I don't want AVs to replace traditional mass transit either.",03/06/2017 6:36:28 AM PST,Mostly familiar,4.0,4.0,,No,No,,,"LOL at ""cap the speed limit for AVs"" - just like the speed limits we have for human drivers, they work only as well as they are enforced.",,,,To a moderate extent,,Yes,03/06/2017 6:33:11 AM PST,Somewhat Approve,2017,15213
607,,,No,,Yes,Yes,Yes,,,Actively Support,Neutral,It support than the bike  or citizen groups ma,03/06/2017 7:38:06 AM PST,Somewhat familiar,3.0,4.0,,No,No,,,They should provide data on AV when they slow the tragic flow or have computational problems.,AV are not able to read ahead of time the event of the child or bike that will be darting out in the street from behind a truck or wall or fence or from between cars.,,,To a moderate extent,,Yes,03/06/2017 6:37:44 AM PST,Somewhat Approve,2017,15222
608,,,Yes,,No,Yes,Not sure,,,No Opinion,Neutral,,03/06/2017 6:40:46 AM PST,Somewhat familiar,3.0,2.0,,No,No,,,,,,,To some extent,,Yes,03/06/2017 6:39:05 AM PST,Neutral,2017,15224
609,,,Yes,,No,Yes,Yes,,,Actively Support,Strongly Agree,,03/06/2017 6:41:37 AM PST,Extremely familiar,5.0,1.0,,No,Yes,,,,,,,To a large extent,,Yes,03/06/2017 6:40:08 AM PST,Approve,2017,15241
610,,,Yes,,No,Not sure,No,,,Actively Support,Disagree,"In the future, self-driving cars combined with biking and buses/trains could cover transpiration in Pittsburgh wonderfully, dramatically reducing the need for people to own and operate conventional cars.",03/06/2017 6:49:05 AM PST,Somewhat familiar,4.0,3.0,,Yes,Yes,"I see them daily, and the large majority of the time they behave as any other car would.   While they usually move over to the left lane while passing my bicycle on Penn Ave (between 30th St and the protected bike line), once they didn't react at all and drove by very closely.  Generally, though, I'd much rather see a self-driving car than one piloted solely by a person.",,,"Uber does not treat its employees well, and is creating cars to phase out this workforce they claim to advocate for. While I like the overall idea of AVs, I think this company is dishonest, manipulative, and generally skeezy.",,,To a moderate extent,,Yes,03/06/2017 6:42:10 AM PST,Somewhat Approve,2017,15224
611,,,Yes,,No,Yes,Yes,,,No Opinion,Neutral,,03/06/2017 6:56:06 AM PST,Mostly Unfamiliar,4.0,3.0,,Not sure,Yes,No difference from other vehicles.,,,,,,To little extent,,Not sure,03/06/2017 6:44:55 AM PST,Approve,2017,15213
612,,,Yes,,Yes,Yes,Yes,,,Actively Oppose,Strongly Agree,,03/06/2017 6:47:41 AM PST,Extremely familiar,1.0,3.0,,No,No,,,,,,,To a large extent,,Yes,03/06/2017 6:46:16 AM PST,Disapprove,2017,26003
613,,,Not sure,,Yes,Not sure,Yes,,,Neither Support nor Oppose,Agree,,03/06/2017 7:00:31 AM PST,Not familiar at all,3.0,3.0,,No,No,,,,,,,To some extent,,Yes,03/06/2017 6:50:07 AM PST,Neutral,2017,15116
614,,,Yes,,No,Yes,Not sure,,,Actively Support,Neutral,"Vast majority of accidents are due to human error, AVs are potentially much safer.",03/06/2017 6:54:02 AM PST,Mostly familiar,0.0,2.0,,Not sure,Not sure,,,,,,,To a large extent,,Yes,03/06/2017 6:50:08 AM PST,Somewhat Approve,2017,15237
615,,,No,,No,No,No,,,Actively Support,Strongly Disagree,AV is the future transportation embrace it!,03/06/2017 6:55:38 AM PST,Mostly familiar,5.0,4.0,,Yes,Yes,"Great experience, courteous drivers",,"More AV, less Bike lanes","More, more, more!",,,To a large extent,,No,03/06/2017 6:51:28 AM PST,Approve,2017,15203
616,,,Maybe,,Not sure,Not sure,Yes,,,No Opinion,Agree,,03/06/2017 6:53:15 AM PST,Somewhat familiar,4.0,4.0,,No,No,,,,,,,To some extent,,Yes,03/06/2017 6:51:35 AM PST,Somewhat Approve,2017,15206
617,,,Yes,,Not sure,Yes,Yes,,,Actively Support,Agree,"Accidents are caused by people. Eliminating one of those people from the equation can only help reduce accidents, provided there are regulations and safeguards in place well before the AVs are let loose on their own.",03/06/2017 6:58:32 AM PST,Mostly Unfamiliar,4.0,2.0,,No,No,,,,"Without too much technobabble, the public should be made aware of how much safer AVs are versus people-operated vehicles.",,,To some extent,,Yes,03/06/2017 6:54:13 AM PST,Somewhat Approve,2017,15211
618,,,Yes,,Yes,Yes,Yes,,,Neither Support nor Oppose,Neutral,,03/06/2017 7:02:56 AM PST,Mostly Unfamiliar,2.0,3.0,,Not sure,Yes,Waiting for AV to pass before crossing.,,,,,,To a moderate extent,,Yes,03/06/2017 7:00:31 AM PST,Somewhat Disapprove,2017,15232
619,,,Maybe,,Yes,Yes,Yes,,,Neither Support nor Oppose,Neutral,"I think that you should have a place at the table - I don't know if AV's will be better around bikes as opposed to people driven vehicles or not.  I do know that there are drivers who are very aware and responsive to bikers on the roads, and others who deliberately go out of their way to threaten bike riders with their cars. Would AV's do this.  I think we need to know what it will be like sharing roads with AV's and what education needs to be done so that we can share the roads.",03/06/2017 7:09:03 AM PST,Somewhat familiar,0.0,3.0,,No,No,,,,At least the AV's won't be posting ridiculous letters to the editor about sharing the roads with bikes.,,,To some extent,,Yes,03/06/2017 7:02:22 AM PST,Somewhat Approve,2017,15236
620,,,Yes,,No,Yes,Yes,,,Neither Support nor Oppose,Disagree,"I really don't think AV's affect cyclists any different than other cars, pedestrians, etc... This seems like the city should take some common sense precautions like collecting route and safety data to analyze their behavior. It's the least Uber could do considering how much low MPG traffic they're adding to our streets",03/06/2017 7:14:11 AM PST,Mostly Unfamiliar,4.0,3.0,,Yes,Yes,I see AV's regularly on my ride to work. I live in Lawrenceville and work downtown,,,"As a cyclist, I generally feel safer next to an AV than a regular car. It doesn't mean they shouldn't ne regulated and tracked though",,,To some extent,,Yes,03/06/2017 7:03:31 AM PST,Somewhat Approve,2017,15201
621,,,Yes,,No,Not sure,Not sure,,,Actively Support,Neutral,support if it makes the roads safer for bikes and pedestrians,03/06/2017 7:07:25 AM PST,Somewhat familiar,5.0,3.0,,Yes,Yes,no problems.,,,,,,To some extent,,Yes,03/06/2017 7:04:43 AM PST,Approve,2017,15101
622,,,Not sure,,Yes,Yes,Yes,,,Actively Oppose,Agree,,03/06/2017 7:07:23 AM PST,Somewhat familiar,2.0,2.0,,No,No,,,,,,,To some extent,,Yes,03/06/2017 7:05:09 AM PST,Somewhat Disapprove,2017,15221
